SALAMI_ID,YT_LINK,SONG_TITLE
3,https://youtu.be/E6iGez4BLjQ,Golden_Age
5,https://youtu.be/IBdrzoz9o0o,Pass_The_Mic
6,https://youtu.be/QurVLnYoFqo,My_Old_Jacknife
7,https://youtu.be/50JtpsgyQF4,Swagger
10,https://youtu.be/s08jD3E6Mpg,How_Beautiful_You_Are
11,https://youtu.be/bbC_8YrU3D4,Coldsweat___Remix__
13,https://youtu.be/_8v8c5I2IS8,The_Living
14,https://youtu.be/Q5u1ZbIaNps,Over_You
16,https://youtu.be/jLnZbUsiYTI,Goodbye
19,https://youtu.be/ZVY7eGwKD4U,Feel_So_Bad
21,https://youtu.be/06vPiv2tqoQ,All_Your_Love___I_Miss_Loving__
22,https://youtu.be/fUKGNa3LSXA,Dangerous_Mood___With_Joe_Cocker__
23,https://youtu.be/KMwWP5nlxqA,When_The_Lights_Go_Out
24,https://youtu.be/iNTRtSJlbiM,Blood_On_That_Rock
26,https://youtu.be/E6mFz-0n6J8,Left_Me_With_A_Broken_Heart
27,https://youtu.be/pAc5PYiWJlA,So_Close___So_Far_Away
30,https://youtu.be/glN8XXfKJcs,Honey_Babe
31,https://youtu.be/vhvvvV9ZIt8,Ramblin___On_My_Mind____Alternate_Take
32,https://youtu.be/WrGrnQALzao,C__mon_If_You__re_Comin__
37,https://youtu.be/74tbPpF5SAY,Dock_Boggs_Country_Blues
38,https://youtu.be/W1Z6GkN1UdA,John_The_Revelator
39,https://youtu.be/3NWyF5ssD40,Hey_Hey
40,https://youtu.be/HXcokAJGlCw,Just_Like_A_Bird_Without_A_Feather
43,https://youtu.be/fLjQ-sNlaho,Howlin___For_My_Darlin__
46,https://youtu.be/ccB7s_IKCGQ,Evil
50,https://youtu.be/epOHBLBy0G0,After_Hours_Blues
51,https://youtu.be/zLAmxoX_P8U,Watch_Yourself
53,https://youtu.be/YmQbBNf6Mnc,Screamin__
54,https://youtu.be/zfR0IKFRvdw,Ain__t_Treating_Me_Right
56,https://youtu.be/1N5kIwYJ2i4,Nocturne_No_3_Op
59,https://youtu.be/3GsynTrMJeg,Sonata_for_Violon_and_Piano___III
60,https://youtu.be/fyhTk596A9c,Firebird___Disappearance_of_the_pala
61,https://youtu.be/q-YRPujUuQI,Seven_Studies_on_Themes_of_Paul_Klee_3
63,https://youtu.be/Sgt5Us5kgpk,Symphony_No
64,https://youtu.be/PjOLW_HXb8M,String_Quartet_No
66,https://youtu.be/chkgSsoEI_0,They_Are_There_____1
67,https://youtu.be/0X4QqqJz2uI,Wozzeck__Act_III___Scene_3___2
69,https://youtu.be/z2GpKXFFek4,Symphony_No
75,https://youtu.be/7AmvvdPzzmw,Petrushka_4e_me_tableau___Danse_des_n
79,https://youtu.be/Ad-vv9H4RsY,Menuet_sur_le_nom_de_Haydn
82,https://youtu.be/AnnVRQVgiq8,Nach_Bach__Fantasy_for_harpsichord_o_2
86,https://youtu.be/2YYETUZ7Xjw,String_Quartet_No
95,https://youtu.be/K8TEWwu9-98,Black_Angels___God_Music
96,https://youtu.be/X5Kjvzh4DhY,Lux_Aeterna___1
99,https://youtu.be/uPh_7tSEc4w,Douze_Etudes_pour_le_piano___Pour_le_1
101,https://youtu.be/FNZ_MuF1C7A,Rejoice___Sonata_for_Violin_and_Cello_3
102,https://youtu.be/6Rd5_9hyWm0,Philomel__Section_I___3
107,https://youtu.be/Q-dobBQqFhs,Trio_Sonata___Op
108,https://youtu.be/JpjEVsogI0Q,Tombeau_pour_Mr
110,https://youtu.be/UQCwlhm-nks,Macklean_Sonata_I___Allegro
111,https://youtu.be/ShRjwiNRQSY,Concerto_in_F_major___RV411__2
112,https://youtu.be/MbB_sbRjoAI,Cello_Suite_No
114,https://youtu.be/ZIalwWHBnkY,Sonata_in_F_minor___K466
116,https://youtu.be/AB5sDA7aztA,Historia_Di_Jephte__Plorate_Colles_A
120,https://youtu.be/epIliwZ9Q9k,Pre_lude_pour_Mr
122,https://youtu.be/gAsXbQlCMBY,Praeludium_G_Minor
124,https://youtu.be/0i8rk2fftVg,Concert_LIV__La_Dubois
131,https://youtu.be/cRTAtspjwKs,Te_Deum_In_D_Major__Introduction
132,https://youtu.be/JIuNdOHG65g,Bonnocks_of_Beer_Meal
133,https://youtu.be/_mH18duWVLE,Lilac_Slips___Brilliante__Giga__Bril
135,https://youtu.be/CtpxNJvIr58,La_Griselda__Act_II___Scene_I__Mi_Riv_3
139,https://youtu.be/sDiPfjCCFDg,Le_Devin_Du_Village___Scene_1___J__ai
141,https://youtu.be/9_V0KE_8c4U,Chaconne
146,https://youtu.be/UCcuVmgwApQ,Kinloch__s_Fantasy___Kinloche_His_Fan
148,https://youtu.be/R-Uhnwm0PyI,Cleofide___Act_II_Scene_9___Digli_ch
149,https://youtu.be/pDWWSwe04AY,Callam
154,https://youtu.be/5Z4fM0_2usc,Piano_Sonata_in_C_major___Hob
155,https://youtu.be/AvIHdDbPvgU,Les_Pleurs
156,https://youtu.be/uErKOv1wb_k,Symphony_No
158,https://youtu.be/u-neICCDaTY,The_Seven_Last_Words_of_Jesus_Christ_1
162,https://youtu.be/2N0D-kt2fX4,La_ci_darem_la_mano
164,https://youtu.be/djrPX6OdlKE,Symphony_No
170,https://youtu.be/nbWRPvFbZSg,Cello_Concerto_in_D_major___2__II
173,https://youtu.be/RGdaZyBefAc,Riconosci_in_questo_amplesso
174,https://youtu.be/OB3xld7u2Ms,Fourth_Movement_from_String_Quartet_1
176,https://youtu.be/rAVJGOXrrxc,Concerto_For_Piano_And_Orchestra_In_7
182,https://youtu.be/WSUQbQ4QYos,Concerto_for_Harpsichord_in_Eb_Major_6
183,https://youtu.be/Xk9awBJxZDM,Der_Vogelfa_nger_bin_ich_ja
186,https://youtu.be/60iTktxIV6E,Viola_Quintet_in_G_Minor_K
191,https://youtu.be/hejXlkkiWz8,Piano_Concerto_No
192,https://youtu.be/rguiOWLm1tg,Sull__aria
197,https://youtu.be/4HVmbDGhpbI,Deh_vieni___non_tardar
198,https://youtu.be/RWOGipu8OAc,Se_vuol_ballare
